fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
fig-003186,1,Beast Master,4,1485,70314-1,Beast Master's Chaos Chariot,2016,605
fig-003181,1,Crust Smasher with Shoulder Armor,5,11621,70311-1,Chaos Catapult,2016,605
fig-003105,1,Ava Prentis,4,4017,70324-1,Merlok's Library 2.0,2016,605
fig-003201,1,Macy Bot with Silver Helmet,11,622,70319-1,Macy's Thunder Mace,2016,605
fig-007487,1,"Volcano Explorer, Man, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus",7,6923,60133-1,City Advent Calendar 2016,2016,208
fig-001351,1,Janitor,4,334,71011-9,Janitor,2016,554
fig-007709,1,"Woman, Dark Pink Striped Top with Flower Necklace, Medium Azure, Tan Hair, Glasses",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007708,1,"Woman, Open Green Jacket with Necklace, Tan Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007707,1,"Woman, Orange Halter Top with Flowers, Blue Legs, Bright Light Yellow Hair, Glasses",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007706,1,"Boy, Black and Lime Jacket with Zipper, Short Dark Green Legs, White Helmet",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007705,1,"Woman, Pink Striped Tank Top with Cat Face, Dark Purple Legs",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007704,1,"Postal Worker, Woman, Red Jacket with Zipper and Letter Logo, Dark Blue Legs, Red Cap",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007703,1,"Policeman, Vest with Gold Badge, Radio, and Pockets. Black Hat, Beard",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007702,1,"Criminal, Prison Shirt with #86753, Dark Bluish Gray Legs, Dark Bluish Gray Beanie Hat, Beard",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007701,1,"Boy, Plain Red Torso, Short Red Legs, Black Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007700,1,"Man, Dark Blue Plaid Shirt, Tan Legs, Dark Orange Hair, Glasses and Beard",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007699,1,"Man, Light Bluish Gray Overalls with Paint Stains, Black Beret, Glasses and Moustache",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007698,1,"Train Worker, Orange Safety Vest with Train Logo, Orange Legs, Red Hard Hat with Ear Defenders, Moustache",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007697,1,"Woman, Open Medium Lavender over Lavender Shirt, Blue Legs, Reddish Brown Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007710,1,"Woman, Dark Purple Outfit with Blouse, Flowers and Gold Sash, Black Cape",5,28778,45022-1,Community Minifigure Set,2016,507
fig-007696,1,"Fireman, Black Fire Jacket with Straps and Gauge, Dark Red Helmet, Goatee Beard",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007694,1,"Woman, Corset, Pearl Gold Legs, Black Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007692,1,"Woman, Blue Overalls over White V-Neck Shirt, Light Bluish Gray Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-007691,1,"Chef, Red Neckerchief, Blue Legs, Butchers Hat",4,28778,45022-1,Community Minifigure Set,2016,507
fig-009791,1,"Woman, Open Medium Lavender Shirt over Lavender Top, Medium Blue Legs, Dark Orange Hair",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009790,1,"Man, Light Bluish Gray Hoodie over Dark Red Shirt, Dark Blue Legs, Beanie Hat",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009789,1,"Woman, Green Overalls over Red Plaid Shirt, Dark Brown Hair",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009788,1,"Woman, Bright Light Blue Cardigan, Tan Legs, White Hair, Glasses",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009783,1,"Man, Red Flannel Shirt, Blue Legs, Black Hair, Beard",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009784,1,"Girl, Bright Pink Striped Top with Cat Head, Short Dark Azure Legs, Dark Tan Hair, Glasses",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009785,1,"Girl, Open Bright Light Blue Hoodie over Dark Purple Shirt with Star, Short Medium Lavender Legs, Bright Light Yellow Hair",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009786,1,"Chef, Red Neckerchief, Dark Ran Legs, Butchers Hat",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009787,1,"Man, Medium Nougat Argyle Sweater, Reddish Brown Legs, Moustache and Glasses",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-007695,1,"Woman, Corset with Bow, Medium Azure Legs, Dark Azure Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-000656,1,Mario Gotze (CMF),4,397,71014-15,Mario Götze (19),2016,557
fig-007711,1,"Doctor, Woman, White Torso with Stethoscope and Pocket, Dark Green Legs, Dark Brown Hair",4,28778,45022-1,Community Minifigure Set,2016,507
fig-003424,1,Lex Luthor with Green Legs and Shoulder Armor,4,16125,10724-1,Batman & Superman vs. Lex Luthor,2016,592
fig-001399,1,Superman (Dimensions),5,16125,10724-1,Batman & Superman vs. Lex Luthor,2016,592
fig-004228,1,"Quinlan Vos, Dark Brown Legs",4,6638,75151-1,Clone Turbo Tank,2016,158
fig-004227,1,"Luminara Unduli, Dark Brown Hat and Cape",5,6638,75151-1,Clone Turbo Tank,2016,158
fig-006493,1,Alex with Flat Silver Legs,3,15989,21125-1,The Jungle Tree House,2016,577
fig-006490,1,Steve in Pearl Gold Helmet and Armor,5,5321,21127-1,The Fortress,2016,577
fig-006489,1,Skeleton with Square Skull and Armor,7,5321,21127-1,The Fortress,2016,577
fig-006488,1,Skeleton with Square Skull and Helmet,7,5321,21127-1,The Fortress,2016,577
fig-006487,1,"Enderman, Bright Green Box",14,6236,21128-1,The Village,2016,577
fig-006486,1,"Villager, White",3,6236,21128-1,The Village,2016,577
fig-006485,1,"Villager, Reddish Brown",3,6236,21128-1,The Village,2016,577
fig-006484,1,Zombie Villager,3,6236,21128-1,The Village,2016,577
fig-004122,1,Wes Janson,4,12848,75098-1,Assault on Hoth,2016,171
fig-007488,1,"Volcano Explorer, Man, Olive Green Shirt, Sand Blue Legs, Dark Tan Cap, Stubble",4,6923,60133-1,City Advent Calendar 2016,2016,208
fig-007490,1,"Firefighter, Female, Black Fire Suit with Gauge and Straps, White Helmet, Breathing Apparatus, Airtanks (3626cpr0893 Head)",7,6923,60133-1,City Advent Calendar 2016,2016,208
fig-002704,1,Cole with Neck Bracket and Tile with Clip (Skybound),6,1809,70599-1,Cole's Dragon,2016,435
fig-001254,1,Bucko,4,1809,70599-1,Cole's Dragon,2016,435
fig-009733,1,"Volcano Explorer, Man, Olive Green Shirt, Sand Blue Legs, Dark Tan Cap, Beard",4,11508,60124-1,Volcano Exploration Base,2016,52
fig-009732,1,"Volcano Explorer, Man, Olive Green Shirt, Sand Blue Legs, Dark Tan Wide Brim Hat",4,11508,60124-1,Volcano Exploration Base,2016,52
fig-009731,1,"Volcano Explorer Scientist, Woman, Open White Lab Coat, Sand Blue Legs, White Hard Hat with Hair",4,11508,60124-1,Volcano Exploration Base,2016,52
fig-009729,1,"Volcano Explorer, Man, Flat Silver Hazmat Suit",4,11508,60124-1,Volcano Exploration Base,2016,52
fig-009727,1,"Volcano Explorer, Woman, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus, Airtanks",7,11508,60124-1,Volcano Exploration Base,2016,52
fig-000141,1,"Volcano Explorer, Man, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus, Airtanks, Goatee Beard",7,11508,60124-1,Volcano Exploration Base,2016,52
fig-001150,1,Robin Underwood with Short Blue Legs,4,16327,271603-1,Robin,2016,605
fig-002591,1,"Maya - Sand Green Vest, Sand Blue Skirt",4,1749,853556-1,Mini-doll Campsite Set,2016,494
fig-002590,1,"Liza - Magenta Top, Lime Trousers",4,1749,853556-1,Mini-doll Campsite Set,2016,494
fig-002589,1,"Kate - Tan Top, Bright Light Orange Skirt",4,1749,853556-1,Mini-doll Campsite Set,2016,494
fig-004234,1,Lor San Tekka,4,13471,75149-1,Resistance X-Wing Fighter,2016,158
fig-002545,1,Teedo,3,1566,75148-1,Encounter on Jakku,2016,158
fig-002543,1,Unkar Plutt,3,1566,75148-1,Encounter on Jakku,2016,158
fig-007878,1,"Policewoman, Bright Light Blue Jacket with Zipper, Radio, Badge, and Tie, Dark Blue Legs, Medium Nougat Hair",4,24069,853570-1,City Prison Island Accessory Pack,2016,61
fig-001733,1,"Policeman, Dark Bluish Gray Vest with Radio, Badge, and 'POLICE' on Back over Medium Blue Shirt, Dark Blue Cap, Sunglasses",4,24069,853570-1,City Prison Island Accessory Pack,2016,61
fig-007904,1,"Policeman, Dark Blue Jacket with Pockets and Badge, White Helmet with Visor, Open Mouth",5,3423,60130-1,Prison Island,2016,61
fig-007903,1,"Policeman, Bright Light Blue Jacket with Zipper, Radio, Badge, and Tie, Dark Blue Legs, Dark Blue Police Hat with Badge, Beard",4,3423,60130-1,Prison Island,2016,61
fig-007902,1,"Criminal, Woman, Open Black Jacket over Prison Shirt, Dark Brown Legs, Dark Orange Hair",4,3423,60130-1,Prison Island,2016,61
fig-004236,1,"Poe Dameron, Open Medium Nougat Jacket",4,13471,75149-1,Resistance X-Wing Fighter,2016,158
fig-003838,1,Wampa (Big Fig) - Dark Tan Nose,7,12848,75098-1,Assault on Hoth,2016,171
fig-004133,1,"Rebel Trooper in Hoth Uniform, White Hat, White Jacket",6,12848,75098-1,Assault on Hoth,2016,171
fig-001501,1,"Olivia - Lime Top, Dark Purple Skirt",4,1914,41116-1,Olivia's Exploration Car,2016,494
fig-001259,1,Spooky Boy,4,1880,71013-5,Spooky Boy,2016,556
fig-002586,1,"Olivia - Red Jacket, Tan Trousers",4,1875,41125-1,Horse Vet Trailer,2016,494
fig-002585,1,"Sophie - Dark Azure Vest, Dark Blue Skirt, Veterinarian",4,1875,41125-1,Horse Vet Trailer,2016,494
fig-009358,1,"Green Torso, Dark Blue Legs, Dark Brown Hair",4,1873,31052-1,Vacation Getaways,2016,672
fig-009357,1,"Kid - Red Torso, Dark Tan Legs, Dark Blue Cap",4,1873,31052-1,Vacation Getaways,2016,672
fig-010626,1,Mrs. Potts,2,1842,41067-1,Belle's Enchanted Castle,2016,579
fig-010625,1,Babette,5,1842,41067-1,Belle's Enchanted Castle,2016,579
fig-003573,1,"Beast, Blue Jacket, Black Legs, Dark Purple Cape",5,1842,41067-1,Belle's Enchanted Castle,2016,579
fig-001784,1,"Belle, Bright Light Orange and Bright Light Yellow Full Dress",4,1842,41067-1,Belle's Enchanted Castle,2016,579
fig-002705,1,Cole Ghost (Skybound),5,11530,70593-1,The Green NRG Dragon,2016,435
fig-002703,1,Doubloon,6,11530,70593-1,The Green NRG Dragon,2016,435
fig-002699,1,Lloyd (Skybound),5,11530,70593-1,The Green NRG Dragon,2016,435
fig-001278,1,Cyren in Belt Outfit,4,11530,70593-1,The Green NRG Dragon,2016,435
fig-002975,1,Jay with Eyepatch (Skybound),5,6592,70605-1,Misfortune's Keep,2016,435
fig-002974,1,Lloyd with Large Shoulder Armour (Skybound),6,6592,70605-1,Misfortune's Keep,2016,435
fig-002973,1,Flintlocke with Epaulettes,7,6592,70605-1,Misfortune's Keep,2016,435
fig-010627,1,Lumière,15,1842,41067-1,Belle's Enchanted Castle,2016,579
fig-007489,1,"Girl, Medium Blue Jacket with Medium Lavender Scarf, Short Dark Azure Legs, Magenta Helmet with Visor",5,6923,60133-1,City Advent Calendar 2016,2016,208
fig-008787,1,"Baby - Bright Light Blue Body, Bib",2,47436,71013-17,Series 16 - Complete,2016,556
fig-001271,1,Banana Guy,4,47436,71013-17,Series 16 - Complete,2016,556
fig-001261,1,Hiker,5,47436,71013-17,Series 16 - Complete,2016,556
fig-009728,1,"Volcano Explorer, Woman, Olive Green Shirt with Rope, White Hard Hat with Hair",4,8992,60122-1,Volcano Crawler,2016,52
fig-009725,1,"Volcano Explorer, Man, Olive Green Jumpsuit with Straps, White Hard Hat with Visor, Breathing Apparatus, Airtanks, Stubble",7,8992,60122-1,Volcano Crawler,2016,52
fig-008788,1,Babysitter (CMF),4,47436,71013-17,Series 16 - Complete,2016,556
fig-009726,1,"Volcano Explorer, Man, Olive Green Jumpsuit with Straps, White Helmet with Visor, Sunglasses",5,7656,60125-1,Volcano Heavy-Lift Helicopter,2016,52
fig-004201,1,"Resistance Soldier, Dark Tan Helmet, Tan Shirt, Moustache",5,831,75131-1,Resistance Trooper Battle Pack,2016,158
fig-004200,1,"Resistance Soldier, Dark Tan Helmet, Tan Shirt, Cheek Lines",5,831,75131-1,Resistance Trooper Battle Pack,2016,158
fig-004199,1,"Resistance Soldier, Dark Tan Helmet, Dark Tan Shirt",5,831,75131-1,Resistance Trooper Battle Pack,2016,158
fig-004198,1,"Resistance Officer, Printed Headset",4,831,75131-1,Resistance Trooper Battle Pack,2016,158
fig-007491,1,"Boy, Green Jacket, Short Red Legs, Black Helmet with Visor",5,6923,60133-1,City Advent Calendar 2016,2016,208
fig-009730,1,"Volcano Explorer, Man, Olive Green Shirt, White Hard Hat with Ear Defenders, Beard",4,7656,60125-1,Volcano Heavy-Lift Helicopter,2016,52
fig-007879,1,"Criminal, Open Black Jacket over Prison Shirt, Sand Blue Legs, Black Hat, Beard",4,3423,60130-1,Prison Island,2016,61
fig-001256,1,Cute Little Devil,6,47436,71013-17,Series 16 - Complete,2016,556
fig-007877,1,"Criminal, Open Prison Shirt #18675 over Orange Top, Dark Bluish Gray Hat, Dark Tan Backpack, Stubble",5,1521,60127-1,Prison Island Starter Set,2016,61
fig-004218,1,Corporal Eskro Casrich / Rebel Trooper,4,1520,75155-1,Rebel U-Wing Fighter,2016,158
fig-004217,1,"Rebel Pilot U-wing / Y-wing, Dark Blue Flight Suit, Black and White Checks on Helmet",4,1520,75155-1,Rebel U-Wing Fighter,2016,158
fig-004216,1,"Jyn Erso, Poncho, Goggles",6,1520,75155-1,Rebel U-Wing Fighter,2016,158
fig-004215,1,Cassian Andor in Dark Blue Outfit,4,1520,75155-1,Rebel U-Wing Fighter,2016,158
fig-004214,1,Bistan,3,1520,75155-1,Rebel U-Wing Fighter,2016,158
fig-001022,1,Flying Warrior,9,1517,71011-6,Flying Warrior,2016,554
fig-000654,1,Manuel Neuer (CMF),4,1503,71014-2,Manuel Neuer (1),2016,557
fig-003043,1,Jay with Scabbard (Skybound),5,1167,70602-1,Jay's Elemental Dragon,2016,435
fig-001248,1,Desert Warrior,4,47436,71013-17,Series 16 - Complete,2016,556
fig-003042,1,Cyren in Belt Outfit with Scabbard,5,1167,70602-1,Jay's Elemental Dragon,2016,435
fig-004208,1,"Clone Commander Wolffe, Old",3,1116,75157-1,Captain Rex’s AT-TE,2016,158
fig-004207,1,"Clone Commander Gregor, Old",3,1116,75157-1,Captain Rex’s AT-TE,2016,158
fig-004206,1,"Captain Rex, Old",3,1116,75157-1,Captain Rex’s AT-TE,2016,158
fig-004205,1,Imperial Inquisitor Fifth Brother,5,1116,75157-1,Captain Rex’s AT-TE,2016,158
fig-001280,1,Jay (Tournament of Elements),6,1015,891615-1,Jay,2016,435
fig-001817,1,Imperial Combat Driver,4,13652,75141-1,Kanan's Speeder Bike,2016,158
fig-004177,1,"Resistance Soldier, Dark Tan Helmet, Dark Tan Shirt with Two Pockets and Resistance Insignia",5,5181,75140-1,Resistance Troop Transporter,2016,158
fig-000548,1,Alice (CMF),5,5232,71012-7,Alice,2016,555
fig-002528,1,"Han Solo, Stormtrooper Disguise, White Pupils",4,7869,75159-1,Death Star,2016,171
fig-002529,1,"Luke Skywalker, Stormtrooper Disguise, Printed Legs",4,7869,75159-1,Death Star,2016,171
fig-003571,1,Elsa - Lime Dress,5,12917,41068-1,Arendelle Castle Celebration,2016,687
fig-000586,1,Syndrome (CMF),5,7916,71012-14,Syndrome,2016,555
fig-005369,1,"Hulk, Short Legs",4,7950,76066-1,Mighty Micros: Hulk vs. Ultron,2016,696
fig-005370,1,Ultron with Short Legs,4,7950,76066-1,Mighty Micros: Hulk vs. Ultron,2016,696
fig-003572,1,"Anna - Lime Vest, Medium Azure Dress, Braids",4,12917,41068-1,Arendelle Castle Celebration,2016,687
fig-006270,1,Abby Yates,5,10200,75828-1,Ecto-1 & 2,2016,607
fig-006271,1,Patty Tolan,5,10200,75828-1,Ecto-1 & 2,2016,607
fig-006272,1,Erin Gilbert,5,10200,75828-1,Ecto-1 & 2,2016,607
fig-006273,1,Jillian Holtzmann,5,10200,75828-1,Ecto-1 & 2,2016,607
fig-006274,1,Kevin Beckman,4,10200,75828-1,Ecto-1 & 2,2016,607
fig-006275,1,Mayhem,8,10200,75828-1,Ecto-1 & 2,2016,607
fig-002527,1,"Han Solo, Black Vest, Dark Blue Legs, Ruffled Hair",4,7869,75159-1,Death Star,2016,171
fig-002526,1,"Imperial Officer, Light Bluish Gray Uniform, Black Hat",4,7869,75159-1,Death Star,2016,171
fig-006537,1,"Skin, Blue and Red",3,8527,853609-1,Minecraft Skin Pack,2016,577
fig-007529,1,"Mechanic, Dark Blue Torso, Medium Blue Legs, Welding Mask",4,8946,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601
fig-007528,1,"Race Driver, Red Torso, Medium Blue Legs, Black Helmet, Ford",5,8946,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601
fig-007527,1,"Race Driver, White Torso, Dark Blue Legs, White Helmet, Ford",5,8946,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601
fig-002521,2,"Royal Guard, Dark Red Hands, Red Cape",5,7869,75159-1,Death Star,2016,171
fig-002522,1,"Princess Leia, White Robe, Dark Brown Hair, Decorative Belt, Dual Sided Head Closed Mouth / Smile",4,7869,75159-1,Death Star,2016,171
fig-009549,1,"Man, Dark Blue Plaid Shirt, Light Bluish Gray Legs, Dark Brown Hair",4,8913,60117-1,Van & Caravan,2016,63
fig-002525,1,"Imperial Officer / Lieutenant, Black Uniform",4,7869,75159-1,Death Star,2016,171
fig-009548,1,"Woman, Open Green Jacket with Necklace, Dark Orange Hair",4,8913,60117-1,Van & Caravan,2016,63
fig-001559,1,Newt Scamander,4,8890,71253-1,Fantastic Beasts and Where to Find Them Story Pack,2016,604
fig-001368,1,"Man, Blue Overalls over White V-Neck Shirt, Red Cap",4,8881,30348-1,Mini Dumper,2016,56
fig-006539,1,"Skin, Dark Blue",3,8527,853609-1,Minecraft Skin Pack,2016,577
fig-006538,1,"Skin, Beard and Moustache",3,8527,853609-1,Minecraft Skin Pack,2016,577
fig-006536,1,"Skin, Green",3,8527,853609-1,Minecraft Skin Pack,2016,577
fig-002519,1,"Imperial Astromech Droid, Blue",4,7869,75159-1,Death Star,2016,171
fig-003574,1,Maui (Big Fig),7,7340,41150-1,Moana's Ocean Voyage,2016,579
fig-009588,1,"Sailor, Open Blue Jacket with Anchor over Dark Red Sweater, White Legs, Black Hat, Beard and Glasses",4,6888,60119-1,Ferry,2016,59
fig-009587,1,"Woman, Dark Bluish Gray Suit with Magenta Scarf, Dark Orange Hair",4,6888,60119-1,Ferry,2016,59
fig-006494,2,"Enderman, Light Bluish Gray Box",14,9844,21124-1,The End Portal,2016,577
fig-005284,1,Killer Moth with Helmet Covering Face,5,6855,76054-1,Batman: Scarecrow Harvest of Fear,2016,697
fig-005282,1,Blue Beetle,5,6855,76054-1,Batman: Scarecrow Harvest of Fear,2016,697
fig-005281,1,"Batman, Black Suit, Black Cape and Cowl, Breathing Apparatus",6,6855,76054-1,Batman: Scarecrow Harvest of Fear,2016,697
fig-005280,1,Scarecrow in Dark Orange Outfit,4,6855,76054-1,Batman: Scarecrow Harvest of Fear,2016,697
fig-005279,1,Farmer,4,6855,76054-1,Batman: Scarecrow Harvest of Fear,2016,697
fig-000613,1,Thomas Muller,4,10257,71014-9,Thomas Müller (13),2016,557
fig-003482,1,Azari Firedancer with Hood and Cape,5,6774,41179-1,Queen Dragon's Rescue,2016,600
fig-003481,1,Emily Jones with Long Cape,5,6774,41179-1,Queen Dragon's Rescue,2016,600
fig-009734,1,"Volcano Explorer Scientist, Woman, Open White Lab Coat, Sand Blue Legs, Reddish Brown Hair, Glasses",4,10671,60120-1,Volcano Starter Set,2016,52
fig-001555,1,"Moana - Red Shirt, Tan Skirt",4,7340,41150-1,Moana's Ocean Voyage,2016,579
fig-000670,1,Marco Reus (CMF),4,7284,71014-13,Marco Reus (21),2016,557
fig-000537,1,Aladdin (CMF),4,7166,71012-4,Aladdin,2016,555
fig-004226,2,Imperial Hovertank Pilot,4,7156,75152-1,Imperial Assault Hovertank,2016,158
fig-004225,1,Chirrut Imwe,6,7156,75152-1,Imperial Assault Hovertank,2016,158
fig-004190,2,"Clone Jumptrooper, Jet Pack",8,7131,75134-1,Galactic Empire Battle Pack,2016,158
fig-005298,1,Robin (60's TV Series),5,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-004187,1,"Imperial Crew, Light Bluish Gray Uniform, Black Cap",4,7131,75134-1,Galactic Empire Battle Pack,2016,158
fig-000627,1,Sami Khedira (CMF),4,7006,71014-11,Sami Khedira (6),2016,557
fig-004233,1,"Grand Moff Wilhuff Tarkin, Dark Tan",4,6981,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,158
fig-004232,1,"Rebel Pilot A-wing, Female, Sand Blue Uniform",4,6981,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,158
fig-004231,1,Sabine Wren with Dark Blue and Bright Green Hair,4,6981,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,158
fig-004230,1,"Darth Vader, White Skin, 19888 Cape (Rebels)",6,6981,75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,158
fig-008078,1,"Construction Worker, Orange Safety Vest with Pen and ID Badge, Red Hard Hat, Glasses",4,12065,60111-1,Fire Utility Truck,2016,58
fig-008076,1,"Fireman, Black Fire Suit with Gauge and Straps, White Helmet, Breathing Apparatus, Airtanks, Stubble and Scar",7,12065,60111-1,Fire Utility Truck,2016,58
fig-008469,1,"Volcano Explorer, Male, Olive Green Torso, Sand Blue Legs, Tan Hat",4,28099,9780241273333-1,City: Volcano Adventure,2016,497
fig-000550,1,Cheshire Cat (CMF),4,10176,71012-8,Cheshire Cat,2016,555
fig-007530,1,"Race Official, Blue Torso, Black Blue Legs, Dark Red Cap",4,8946,75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601
fig-001463,1,Ballerina,5,9732,71011-10,Ballerina,2016,554
fig-001383,1,Stay Puft Marshmallow-man (Dimensions),3,9767,71233-1,Stay Puft Fun Pack,2016,604
fig-002417,1,"Stephanie - White/Silver Top, Medium Azure Skirt",4,9864,41132-1,Heartlake Party Shop,2016,494
fig-002418,1,"Laurie - Dark Pink Top, Sand Blue Overall",4,9864,41132-1,Heartlake Party Shop,2016,494
fig-001021,1,Tribal Woman (CMF),6,7615,71011-5,Tribal Woman,2016,554
fig-001655,1,"Cinderella - Bright Light Blue Dress, White Gloves",4,7752,10729-1,Cinderella's Carriage,2016,593
fig-000302,1,"Andrea - Bright Light Orange Top, Light Aqua Skirt, Magenta Party Hat",5,7797,41110-1,Birthday Party,2016,494
fig-000574,1,Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF),5,25,71012-11,Minnie Mouse,2016,555
fig-003192,1,Axl / Ultimate Axl,7,9945,70336-1,Ultimate Axl,2016,605
fig-001483,1,"Stormtrooper, First Order / Heavy Assault Stormtrooper, Neck Bracket, Pouches on Left Shoulder Strap",5,9988,30602-1,First Order Stormtrooper,2016,158
fig-000597,1,Ursula (CMF),4,7819,71012-17,Ursula,2016,555
fig-009544,1,"Construction Worker, Safety Jacket over Hoodie with Belt, Orange Legs, Blue Cap, Stubble",4,9576,60132-1,Service Station,2016,63
fig-001889,1,"Death Star Trooper, Brown Eyebrows",4,28101,9781338047431-1,Star Wars: Quest for the Kyber Saber,2016,497
fig-009543,1,"Man, Medium Blue Shirt with Octan Logo, Medium Blue Legs, Blue Cap, Beard and Glasses",4,9576,60132-1,Service Station,2016,63
fig-009541,1,"Woman, Open Green Jacket with Necklace, Dark Brown Hair",4,9576,60132-1,Service Station,2016,63
fig-005296,1,"The Joker in Dark Pink Suit, Magenta Hands (60's TV Series)",4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005295,1,The Penguin (60's TV Series),4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005294,1,Catwoman with Gold Necklace (60's TV Series),4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005292,1,"Bruce Wayne, Dark Blue Suit, Dark Brown Hair (60's TV Series)",4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005291,1,"Batman, Sand Blue Suit, Dark Blue Cape and Cowl (60's TV Series)",5,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005290,1,"Alfred Pennyworth, White Hair (60's TV Series)",4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-005289,1,The Riddler with Lavender Eyemask (60's TV Series),4,9414,76052-1,Batman Classic TV Series - Batcave,2016,697
fig-001037,1,Laser Mech,7,9401,71011-11,Laser Mech,2016,554
fig-004204,1,"Ahsoka Tano, Adult",4,9275,75158-1,Rebel Combat Frigate,2016,158
fig-010469,1,GNK Power Droid (Gonk) - Reddish Brown,21,11774,75146-1,Star Wars Advent Calendar 2016,2016,209
fig-004203,1,Commander Sato,4,9275,75158-1,Rebel Combat Frigate,2016,158
fig-007505,1,"Race Official, Dark Blue Torso, Medium Blue Legs, Red Cap",4,7515,75874-1,Chevrolet Camaro Drag Race,2016,601
fig-007506,1,"Race Driver, Red Torso, Red Legs, Black Helmet, Chevrolet",5,7515,75874-1,Chevrolet Camaro Drag Race,2016,601
fig-007507,1,"Race Driver, Red Torso, Red Legs, White Helmet, Chevrolet",5,7515,75874-1,Chevrolet Camaro Drag Race,2016,601
fig-001247,1,"Race Driver, White Torso, White Legs, Red Helmet, Chevrolet",5,7592,75870-1,Chevrolet Corvette Z06,2016,601
fig-009542,1,"Man, Medium Blue Shirt with Octan Logo, Dark Blue Legs, Dark Brown Hair",4,9576,60132-1,Service Station,2016,63
fig-002205,1,Spider-Man,3,10008,76067-1,Tanker Truck Takedown,2016,696
fig-010360,1,"Black Torso Jacket, Light Bluish grey Legs, Dark Orange Hair - Pockets",4,94850,10251-1,Brick Bank,2016,155
fig-002206,1,Vision with Yellow Cape,4,10008,76067-1,Tanker Truck Takedown,2016,696
fig-000569,1,Donald Duck (CMF),5,9174,71012-10,Donald Duck,2016,555
fig-004767,1,"Snowtrooper, Light Bluish Gray Hips, Neck Bracket with Printed 1 x 1 Tile and 1 x 1 Plate with Clip Light",7,11774,75146-1,Star Wars Advent Calendar 2016,2016,209
fig-009781,1,"Man, Black and Lime Jacket, White Helmet",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-009782,1,"Woman, Light Bluish Gray Overalls with Paint Stains, Medium Nougat Hair",4,186,60134-1,People Pack - Fun in the Park,2016,52
fig-004169,1,"Rebel Trooper in Hoth Uniform, White Hat, White Jacket, Tan Beard, No Backpack",5,11774,75146-1,Star Wars Advent Calendar 2016,2016,209
fig-003963,1,"Chewbacca, White",3,11774,75146-1,Star Wars Advent Calendar 2016,2016,209
fig-001452,1,Faun,4,9091,71011-7,Faun,2016,554
fig-000005,1,Captain America with Short Legs,3,10047,76065-1,Mighty Micros: Captain America vs. Red Skull,2016,696
fig-001939,1,"Luke Skywalker, White Robe, White Legs, No Cheek Lines",4,7869,75159-1,Death Star,2016,171
